FIPS,County,State,Met_Breast_Screen,Met_Cervical_Screen,Met_Colon_Screen,Currently_Smoke,BMI_Obese,Physically_Inactive,Binge_Drinking,Sleep_Debt,Cancer_Prevalence,Bad_Health,Poor_Physical,Poor_Mental,Depression,Diabetes_DX,High_BP,BP_Medicine,CHD,Had_Stroke,Kidney_Disease,Asthma,COPD,No_Teeth,Recent_Checkup,Recent_Dentist
36103111503,Suffolk County,New York,75.7,88.7,72.6,10.9,28.5,24.0,13.6,32.5,8.7,12.6,9.2,12.1,17.5,10.3,34.6,81.4,6.4,3.1,3.3,9.7,6.0,9.8,79.3,71.6
36103111504,Suffolk County,New York,75.4,89.0,73.5,11.2,28.0,20.6,15.7,32.3,7.4,10.4,8.2,12.0,18.2,8.6,30.5,78.3,5.2,2.4,2.6,9.5,5.1,7.7,77.4,74.5
36103111505,Suffolk County,New York,77.3,88.1,71.3,12.3,30.7,25.7,14.3,35.0,7.1,13.9,9.5,13.1,17.4,10.5,33.4,79.1,5.8,3.0,3.1,10.2,5.7,11.6,78.1,68.2
36103111506,Suffolk County,New York,77.5,86.8,69.0,12.3,30.4,24.8,14.2,35.2,6.4,13.0,9.0,13.3,17.7,10.2,31.9,78.3,5.2,2.6,2.7,10.1,5.3,10.7,77.6,68.6
36103111601,Suffolk County,New York,76.8,89.3,72.4,10.9,28.2,19.9,16.6,32.0,7.0,10.0,8.0,12.5,18.9,7.9,28.9,77.1,4.8,2.2,2.4,9.5,4.9,7.8,76.5,74.4
36103111602,Suffolk County,New York,75.8,89.3,71.8,12.1,28.9,20.9,16.4,32.7,7.1,10.8,8.6,12.9,19.4,8.2,29.8,77.3,5.1,2.3,2.5,9.8,5.4,8.8,76.6,73.2
36103111701,Suffolk County,New York,75.9,87.9,70.4,13.4,30.0,23.1,16.0,34.0,6.7,12.0,9.2,14.0,20.0,9.0,30.3,77.1,5.3,2.4,2.6,10.0,5.7,9.9,76.1,69.7
36103111703,Suffolk County,New York,76.0,89.1,72.2,11.0,27.8,21.7,15.2,32.0,8.1,11.0,8.6,12.3,18.5,8.8,31.6,79.4,5.8,2.6,2.8,9.6,5.4,8.9,77.9,73.8
36103111704,Suffolk County,New York,75.6,89.3,73.0,11.6,28.6,21.3,15.6,32.2,7.8,10.9,8.8,12.6,19.2,8.8,31.4,79.1,5.6,2.5,2.7,9.8,5.6,8.5,77.7,73.8
36103111801,Suffolk County,New York,74.8,88.2,72.8,11.4,27.5,21.9,15.1,32.4,7.8,11.0,8.5,12.1,18.1,9.1,31.6,79.5,5.6,2.5,2.7,9.4,5.5,8.5,77.7,73.4
36103111802,Suffolk County,New York,75.4,89.7,74.3,10.4,27.6,19.8,15.6,31.6,7.9,9.9,8.1,11.6,18.0,8.6,31.3,79.4,5.5,2.4,2.7,9.3,5.1,7.3,78.0,75.7
36103111803,Suffolk County,New York,76.0,89.3,74.0,9.9,26.8,19.6,15.3,31.4,7.6,9.6,7.8,11.5,17.9,8.3,30.0,79.0,5.1,2.3,2.6,9.3,4.8,7.1,77.8,76.1
36103111804,Suffolk County,New York,75.1,89.1,71.6,10.9,27.2,20.7,15.7,31.9,7.6,10.3,8.2,12.2,18.4,8.4,30.3,78.6,5.3,2.4,2.6,9.5,5.1,8.2,77.4,74.6
36103111900,Suffolk County,New York,77.4,89.0,74.0,9.7,27.0,19.4,15.3,31.0,7.8,9.9,8.0,11.5,18.0,8.6,30.8,79.5,5.3,2.4,2.6,9.4,5.0,6.9,78.0,76.0
36103112001,Suffolk County,New York,75.9,88.3,72.0,11.4,27.7,21.6,15.9,32.6,7.0,10.9,8.3,12.5,18.3,8.4,29.4,77.4,5.1,2.3,2.5,9.5,5.1,8.9,76.4,72.6
36103112002,Suffolk County,New York,76.7,88.3,71.9,11.5,28.1,23.6,13.9,31.9,8.7,12.3,9.4,12.2,18.2,10.1,34.4,81.4,6.7,3.0,3.2,9.6,6.2,9.8,78.8,72.0
36103112102,Suffolk County,New York,78.3,90.2,76.0,7.2,25.0,16.3,15.3,29.5,7.6,7.9,6.6,10.1,16.5,7.8,29.1,79.3,4.6,2.0,2.4,8.9,3.8,4.7,78.6,79.9
36103112103,Suffolk County,New York,75.1,87.9,72.4,10.8,26.9,25.0,12.8,31.0,10.1,13.0,9.7,11.8,17.6,10.5,36.4,83.1,7.6,3.5,3.6,9.5,6.7,10.3,80.0,72.1
36103112104,Suffolk County,New York,76.3,87.6,71.8,9.7,25.7,19.8,15.2,32.0,6.8,9.8,7.6,11.4,16.9,8.6,29.1,78.0,4.8,2.2,2.4,9.0,4.5,7.1,77.1,74.7
36103112204,Suffolk County,New York,76.5,88.9,73.5,10.8,27.8,20.8,15.3,32.1,7.7,10.5,8.4,12.2,18.5,8.9,31.1,79.0,5.5,2.5,2.7,9.5,5.2,8.0,77.6,73.9
36103112206,Suffolk County,New York,75.8,88.9,73.9,9.8,26.1,21.2,14.1,31.0,8.7,10.7,8.3,11.4,17.5,9.0,32.3,80.7,6.0,2.8,3.0,9.4,5.3,8.4,78.8,74.8
36103112210,Suffolk County,New York,76.8,88.6,73.8,9.7,26.5,19.8,15.1,32.0,7.2,9.7,7.6,11.4,17.1,8.6,30.1,79.0,5.0,2.3,2.5,9.2,4.6,6.8,77.8,75.4
36103112211,Suffolk County,New York,76.4,89.2,73.4,9.9,27.6,19.5,15.4,31.8,7.3,9.7,7.8,11.7,17.9,8.7,30.4,79.0,5.0,2.3,2.5,9.4,4.7,6.6,77.9,75.8
36103112212,Suffolk County,New York,77.1,88.5,74.4,8.7,25.6,18.8,15.1,31.1,7.0,9.3,7.3,11.4,17.0,8.6,29.4,79.0,4.8,2.2,2.4,9.2,4.3,6.3,77.9,76.4
36103112213,Suffolk County,New York,77.6,87.7,72.7,9.8,26.8,20.0,14.8,32.8,6.5,9.8,7.5,11.6,17.0,8.8,29.6,78.2,4.6,2.2,2.4,9.4,4.4,6.9,77.7,74.6
36103112214,Suffolk County,New York,76.0,88.7,77.4,8.7,26.4,20.7,12.2,29.6,10.0,11.0,8.5,10.2,16.6,10.7,36.5,84.0,6.9,3.0,3.3,9.2,5.8,6.7,81.3,76.3
36103122300,Suffolk County,New York,75.3,86.5,68.4,12.7,28.8,22.9,17.4,34.2,5.3,11.5,8.4,15.1,19.8,7.7,26.1,73.1,4.3,2.0,2.2,10.1,4.9,10.7,74.3,68.6
36103122403,Suffolk County,New York,79.0,89.1,72.7,12.0,33.9,25.1,14.5,39.2,5.5,13.2,8.5,13.5,15.8,10.6,33.5,77.4,4.4,2.7,2.7,10.7,4.5,10.8,79.2,67.7
36103122404,Suffolk County,New York,74.4,87.6,69.6,13.4,29.7,23.6,17.3,34.4,6.1,11.9,8.9,14.6,20.0,8.0,27.7,74.5,4.7,2.3,2.4,10.1,5.3,11.0,74.8,69.3
36103122405,Suffolk County,New York,79.2,88.5,72.5,13.0,34.4,25.9,14.2,40.2,5.1,14.0,8.9,14.1,16.2,10.8,33.3,76.7,4.3,2.7,2.7,11.1,4.6,11.1,79.0,66.2
36103122406,Suffolk County,New York,80.4,86.2,68.1,18.9,41.4,35.9,13.5,44.4,4.1,21.5,11.7,17.5,17.3,14.1,36.7,75.5,5.0,3.4,3.1,12.2,6.0,20.9,77.8,52.2
36103122501,Suffolk County,New York,78.8,83.8,66.2,22.9,43.2,42.0,12.2,45.6,4.5,26.8,14.2,19.7,18.9,16.2,39.4,76.5,6.2,4.1,3.6,13.3,8.1,27.3,77.8,45.4
36103122502,Suffolk County,New York,80.4,89.3,74.1,13.2,36.4,27.7,13.9,41.6,4.9,15.8,9.2,14.3,15.5,11.7,35.0,77.2,4.3,3.1,3.0,11.7,4.6,14.1,79.7,64.2
36103122601,Suffolk County,New York,75.1,87.9,70.5,12.1,28.7,23.2,15.9,33.9,6.5,11.6,8.5,13.3,18.5,8.6,29.2,76.7,4.9,2.3,2.5,9.7,5.1,9.8,76.2,70.5
36103122602,Suffolk County,New York,73.2,86.9,69.1,15.2,31.0,27.2,14.7,35.0,7.3,14.6,10.5,14.6,19.9,10.5,33.5,79.0,6.5,3.0,3.0,10.3,7.0,13.1,76.9,65.8
36103122603,Suffolk County,New York,75.4,87.4,70.4,13.1,29.7,23.9,15.9,34.3,6.7,12.2,9.1,14.0,19.4,9.0,30.2,77.0,5.3,2.5,2.6,10.0,5.6,10.6,76.2,69.4
36103122704,Suffolk County,New York,75.7,87.5,71.6,12.5,30.4,24.4,14.9,35.8,6.2,12.7,8.8,13.5,17.7,9.7,31.3,77.4,5.0,2.5,2.6,10.1,5.2,10.2,77.3,68.6
36103122705,Suffolk County,New York,74.4,85.5,69.2,14.8,30.1,26.7,15.2,35.3,6.4,13.9,9.8,14.7,19.6,9.7,30.9,77.4,5.4,2.6,2.7,10.3,6.2,12.1,75.9,65.9
36103122706,Suffolk County,New York,73.9,86.6,70.7,14.0,29.2,25.1,15.5,34.4,6.6,13.2,9.4,14.1,19.3,9.3,30.4,77.1,5.5,2.6,2.7,10.1,6.0,11.5,75.8,67.4
36103122707,Suffolk County,New York,74.1,87.5,71.8,11.9,27.9,22.4,16.3,33.2,7.1,11.0,8.4,13.3,18.8,8.4,29.4,77.4,5.2,2.4,2.6,9.6,5.2,9.4,76.3,71.9
36103122801,Suffolk County,New York,76.3,86.3,71.6,14.8,34.1,31.0,12.4,38.0,7.7,17.6,11.4,14.6,18.0,13.5,38.6,81.3,7.0,3.7,3.7,11.2,7.4,14.0,79.9,62.8
36103122802,Suffolk County,New York,74.8,87.1,69.4,13.7,30.5,25.2,15.7,35.3,6.7,13.1,9.5,14.4,19.4,9.4,30.8,77.0,5.4,2.6,2.7,10.3,5.8,11.1,76.3,68.0
36103122901,Suffolk County,New York,74.2,86.9,69.1,14.9,29.9,24.6,17.0,35.1,6.1,12.4,9.3,15.0,20.4,8.3,28.6,75.2,4.9,2.3,2.4,10.1,5.7,11.4,74.7,67.8
36103122902,Suffolk County,New York,74.5,86.9,70.0,13.9,29.7,24.4,16.6,34.5,6.7,12.5,9.4,14.6,20.3,8.8,29.9,76.9,5.3,2.5,2.6,10.2,6.0,10.9,75.7,69.0
36103123001,Suffolk County,New York,74.2,87.6,70.4,13.5,29.6,24.2,16.3,34.1,6.6,12.2,9.1,14.1,19.6,8.6,29.4,76.6,5.1,2.4,2.6,10.0,5.6,10.7,75.7,69.2
36103123002,Suffolk County,New York,73.6,85.7,68.1,16.5,31.5,28.0,15.7,35.8,6.4,15.1,10.6,15.5,20.5,10.0,31.4,76.9,5.7,2.7,2.8,10.5,6.8,13.3,75.3,63.7
36103123101,Suffolk County,New York,76.1,88.2,71.9,12.2,29.1,23.1,15.5,33.2,7.3,11.9,9.0,13.2,19.0,9.1,31.1,78.5,5.5,2.6,2.7,9.9,5.7,9.7,77.1,71.2
36103123102,Suffolk County,New York,75.3,87.2,69.2,14.9,31.1,25.7,15.7,34.6,6.9,13.6,10.1,14.5,20.3,9.7,31.7,77.8,5.8,2.7,2.8,10.3,6.5,12.0,76.2,67.4
36103123201,Suffolk County,New York,76.6,85.9,70.9,13.1,32.4,30.6,13.6,36.8,6.7,16.5,10.3,13.8,16.4,11.8,34.3,79.2,6.1,3.2,3.2,10.1,6.0,14.1,77.8,63.0
36103123202,Suffolk County,New York,79.8,87.2,70.6,15.0,37.1,33.3,12.8,41.3,5.8,19.0,10.8,15.2,16.0,13.2,37.2,78.8,5.6,3.6,3.4,11.5,5.9,17.8,79.4,58.9
36103123301,Suffolk County,New York,78.0,86.5,68.8,17.6,38.2,34.3,13.3,42.1,5.3,20.5,11.8,16.5,17.8,13.5,36.7,77.5,5.6,3.6,3.3,12.2,6.7,19.1,78.2,56.3
36103123302,Suffolk County,New York,78.5,86.0,66.8,18.1,38.4,35.4,14.1,43.3,4.1,21.4,11.5,17.7,17.8,12.5,33.5,73.7,4.6,3.3,3.0,12.6,5.8,23.0,76.4,53.2
36103123401,Suffolk County,New York,74.6,86.2,67.1,15.7,31.6,27.1,16.6,35.9,5.5,14.3,9.9,15.7,20.6,9.1,28.5,74.2,4.8,2.4,2.5,10.5,5.9,13.0,74.2,64.4
36103123402,Suffolk County,New York,74.4,87.2,69.1,14.2,30.4,25.2,16.5,35.0,6.3,13.0,9.5,14.7,19.9,8.9,29.5,75.9,5.1,2.5,2.6,10.2,5.8,11.7,75.3,67.5
36103123500,Suffolk County,New York,75.4,86.9,70.4,13.4,30.7,28.0,13.9,34.4,8.2,15.4,10.6,13.8,18.5,11.1,35.2,80.5,6.9,3.4,3.4,10.3,7.0,13.1,78.2,66.2
36103123600,Suffolk County,New York,76.7,89.3,73.9,10.5,27.9,21.3,14.7,31.3,9.0,10.9,8.9,11.7,18.2,9.4,34.0,81.5,6.3,2.8,3.0,9.5,5.9,7.8,79.2,75.3
36103123701,Suffolk County,New York,75.4,84.4,63.6,16.4,35.2,34.2,15.3,37.7,4.6,19.9,11.5,16.4,19.0,11.5,29.3,72.8,5.1,2.7,2.8,10.8,5.9,17.5,73.2,55.8
36103123702,Suffolk County,New York,74.1,84.6,64.8,17.9,33.9,32.6,14.8,36.8,6.2,18.6,12.0,16.6,20.8,11.4,32.4,76.5,6.3,3.1,3.0,10.9,7.6,17.4,74.9,58.3
36103123801,Suffolk County,New York,75.1,87.6,70.6,14.6,30.3,24.7,15.6,34.1,7.4,13.3,10.0,14.0,20.1,9.7,32.5,78.6,6.0,2.8,2.8,10.2,6.7,11.2,76.7,69.0
36103123802,Suffolk County,New York,74.7,87.0,69.0,16.2,32.3,26.1,16.4,35.5,6.3,13.8,10.2,15.3,20.9,9.5,31.0,76.4,5.5,2.5,2.6,10.4,6.5,12.0,75.2,65.8
36103123900,Suffolk County,New York,74.8,87.5,69.4,13.6,29.4,23.5,16.9,34.3,6.4,12.0,9.1,14.5,20.2,8.3,28.6,75.8,4.9,2.3,2.5,10.2,5.5,10.7,75.3,69.8
36103124001,Suffolk County,New York,74.1,87.6,69.8,13.8,29.6,23.2,16.9,34.0,6.5,11.7,9.0,14.5,20.5,8.2,28.9,76.0,4.9,2.3,2.5,10.2,5.6,10.5,75.4,70.2
36103124002,Suffolk County,New York,74.2,87.2,69.5,14.1,29.6,24.1,17.0,34.4,6.5,12.2,9.2,14.5,20.3,8.4,29.1,76.1,5.1,2.4,2.5,10.1,5.7,10.9,75.2,69.3
36103124101,Suffolk County,New York,74.3,86.9,68.9,14.9,30.2,24.7,16.9,34.8,6.4,13.0,9.7,15.3,21.2,8.6,29.2,75.6,5.2,2.5,2.6,10.5,6.1,11.8,74.9,67.7
36103124102,Suffolk County,New York,74.6,87.4,68.8,14.8,30.2,24.0,16.9,34.4,6.4,12.6,9.6,14.9,20.9,8.5,29.4,75.8,5.1,2.4,2.5,10.4,6.1,11.3,75.1,68.8
36103124200,Suffolk County,New York,74.3,87.2,69.9,15.4,30.5,25.6,16.3,34.7,6.8,13.2,9.9,14.8,20.6,9.1,30.9,77.3,5.6,2.6,2.6,10.2,6.5,12.0,75.7,67.6
36103124300,Suffolk County,New York,74.7,87.4,70.5,13.8,29.6,26.2,14.8,33.8,7.8,13.9,10.1,14.0,19.6,10.0,33.0,79.5,6.4,3.0,3.1,10.2,6.7,12.3,77.2,67.9
36103124401,Suffolk County,New York,74.6,87.9,72.2,12.1,27.5,24.9,14.2,32.2,9.2,12.8,9.7,12.6,18.5,9.7,34.3,81.4,6.8,3.2,3.3,9.7,6.6,10.8,78.6,71.4
36103124402,Suffolk County,New York,75.1,88.4,71.5,12.7,28.8,21.5,17.4,33.5,6.7,10.7,8.5,13.6,19.8,7.8,28.6,76.2,4.8,2.2,2.4,9.8,5.2,9.1,75.6,72.4
36103124500,Suffolk County,New York,77.0,89.1,72.3,10.7,27.8,19.4,17.0,32.3,6.5,9.7,7.7,12.7,19.0,7.5,27.6,75.9,4.4,2.1,2.3,9.7,4.6,7.7,76.0,74.7
36103124601,Suffolk County,New York,76.4,89.6,72.5,10.9,28.0,20.0,16.5,32.0,7.3,10.0,8.2,12.7,19.2,7.9,29.4,77.6,5.0,2.3,2.5,9.7,5.0,7.9,76.9,74.8
36103124602,Suffolk County,New York,77.0,89.5,71.9,10.3,28.0,19.8,16.4,31.6,7.2,9.9,8.0,12.4,18.8,8.0,29.1,77.6,4.9,2.3,2.5,9.6,4.8,7.5,76.8,74.8
36103134702,Suffolk County,New York,75.2,88.3,72.7,12.4,28.8,23.3,15.2,32.8,8.1,12.1,9.3,13.1,19.2,9.4,32.3,79.5,6.1,2.8,2.9,9.9,6.1,9.8,77.5,71.4
36103134703,Suffolk County,New York,76.3,89.8,74.2,10.0,27.7,19.3,15.3,31.2,8.0,9.9,8.1,11.4,18.0,8.8,31.7,79.8,5.4,2.4,2.7,9.4,5.1,6.8,78.5,76.5
36103134704,Suffolk County,New York,74.5,88.4,73.2,11.4,27.7,22.8,14.9,32.0,8.7,11.6,9.1,12.5,18.6,9.3,33.0,80.7,6.1,2.9,3.0,9.6,6.0,8.9,78.4,73.3
36103134902,Suffolk County,New York,76.0,89.3,74.2,10.3,27.4,20.1,15.6,31.2,7.9,10.2,8.2,11.8,18.3,8.5,31.1,79.6,5.5,2.5,2.7,9.5,5.2,7.8,78.0,75.5
36103134903,Suffolk County,New York,77.0,90.5,72.8,10.4,28.3,18.7,16.4,31.6,7.3,9.5,7.9,12.1,18.9,7.9,29.5,77.7,4.9,2.2,2.4,9.7,4.8,7.0,77.3,76.3
36103134904,Suffolk County,New York,76.6,89.5,73.8,9.9,27.0,19.9,15.6,31.0,7.9,10.0,8.0,11.7,18.0,8.3,30.5,79.2,5.4,2.4,2.7,9.3,5.0,7.6,77.8,75.7
36103134906,Suffolk County,New York,74.4,88.1,72.9,12.3,28.4,25.1,13.4,31.6,9.6,13.7,10.2,12.6,19.0,10.6,36.1,82.3,7.4,3.4,3.5,10.0,7.2,10.9,79.3,71.0
36103134907,Suffolk County,New York,75.8,88.4,72.6,12.6,29.4,21.2,16.4,33.0,7.0,11.0,8.7,13.2,19.6,8.6,30.4,77.5,5.2,2.3,2.5,9.9,5.5,8.5,76.5,72.5
36103135002,Suffolk County,New York,75.9,89.4,72.6,11.3,28.1,19.8,16.8,32.3,6.8,10.0,8.1,12.8,19.4,7.8,28.4,76.5,4.7,2.2,2.4,9.8,4.9,7.9,76.2,74.4
36103135003,Suffolk County,New York,76.6,89.5,71.3,11.6,28.6,20.1,16.9,32.4,6.6,10.2,8.2,13.0,19.5,7.8,28.5,76.3,4.7,2.2,2.4,9.8,5.0,8.4,76.0,73.7
36103135004,Suffolk County,New York,76.7,89.7,74.0,9.6,27.4,19.2,15.0,30.6,8.2,10.0,8.2,11.4,18.0,9.0,32.2,80.5,5.7,2.5,2.7,9.4,5.3,6.9,78.6,76.3
36103135005,Suffolk County,New York,73.4,88.5,74.4,9.2,25.5,26.3,10.9,29.2,12.9,13.6,10.4,10.6,16.5,11.4,40.8,86.2,9.2,4.2,4.4,9.2,7.5,9.9,82.9,73.8
36103135101,Suffolk County,New York,75.0,89.1,73.3,10.3,27.2,19.8,15.9,32.0,7.4,9.7,7.9,12.0,18.2,8.3,29.8,78.4,5.1,2.3,2.6,9.3,4.8,7.2,77.4,75.4
36103135102,Suffolk County,New York,76.3,89.1,73.0,10.8,27.8,20.5,15.6,32.0,7.3,10.2,8.1,12.3,18.5,8.4,30.0,78.3,5.1,2.3,2.6,9.5,5.0,7.8,77.2,74.2
36103135103,Suffolk County,New York,76.5,89.8,73.2,9.6,26.9,18.2,16.5,31.2,7.1,8.9,7.4,11.6,18.1,7.7,28.5,77.6,4.6,2.1,2.3,9.3,4.4,6.4,77.1,77.0
36103135104,Suffolk County,New York,75.4,89.5,72.3,11.7,28.3,20.3,16.6,32.3,6.8,10.5,8.3,12.8,19.3,8.1,29.0,76.7,4.9,2.2,2.4,9.8,5.1,8.3,76.3,73.6
36103135201,Suffolk County,New York,76.1,89.0,74.2,10.2,26.5,19.4,16.2,31.2,7.5,9.5,7.7,12.1,18.6,7.7,29.0,78.2,4.9,2.2,2.5,9.4,4.8,7.4,77.1,76.0
36103135204,Suffolk County,New York,74.7,88.9,73.6,12.1,28.7,21.8,15.4,32.5,7.9,11.3,8.9,12.6,19.0,9.1,32.1,79.5,5.8,2.6,2.8,9.7,5.8,8.8,77.8,73.3
36103135205,Suffolk County,New York,75.2,89.3,73.9,10.4,26.9,20.0,15.8,31.7,7.7,9.8,7.9,11.9,18.1,8.2,30.0,78.7,5.2,2.3,2.6,9.3,4.9,7.5,77.4,75.3
36103135208,Suffolk County,New York,74.2,89.1,74.6,10.3,27.2,21.0,14.8,31.4,8.5,10.4,8.4,11.8,18.1,9.0,32.0,80.5,5.8,2.6,2.9,9.4,5.4,7.8,78.6,75.5
36103135209,Suffolk County,New York,75.9,89.3,75.0,9.7,27.0,19.5,15.2,31.0,7.9,9.8,7.9,11.4,17.8,8.6,31.0,79.8,5.5,2.4,2.7,9.2,5.0,6.9,78.1,76.0
36103135301,Suffolk County,New York,75.5,88.8,74.0,10.9,27.4,20.7,15.7,31.6,7.9,10.5,8.4,12.2,18.6,8.5,30.9,79.2,5.5,2.5,2.7,9.5,5.4,8.1,77.7,74.9
36103135303,Suffolk County,New York,76.4,89.3,71.8,11.3,28.4,19.9,16.8,32.7,6.9,9.9,8.1,12.9,19.4,7.8,28.6,76.5,4.8,2.2,2.4,9.8,4.9,7.9,76.4,74.3
36103135304,Suffolk County,New York,75.4,89.5,74.5,10.7,28.1,20.4,15.5,31.8,8.1,10.2,8.4,12.1,18.7,8.7,31.5,79.5,5.6,2.5,2.7,9.6,5.4,7.4,78.1,75.2
36103135401,Suffolk County,New York,76.5,89.3,73.3,11.2,27.8,20.8,16.0,32.2,7.3,10.5,8.3,12.6,18.9,8.2,29.6,77.7,5.1,2.4,2.6,9.7,5.1,8.2,76.8,73.7
36103135402,Suffolk County,New York,77.2,89.4,75.1,10.1,27.2,18.6,16.5,31.7,6.9,9.1,7.5,11.9,18.4,7.7,28.3,77.2,4.5,2.0,2.3,9.4,4.5,6.6,76.7,76.1
36103135403,Suffolk County,New York,75.4,88.2,71.1,13.7,29.7,22.7,17.0,34.2,6.2,11.5,8.8,13.9,19.8,8.2,28.5,75.4,4.6,2.2,2.3,9.9,5.4,9.5,75.2,70.3
36103145602,Suffolk County,New York,75.3,84.7,64.1,15.1,35.0,33.8,15.5,37.5,4.1,19.3,10.7,15.8,17.9,11.0,27.8,71.5,4.6,2.4,2.6,10.4,5.0,16.4,72.9,56.2
